Authors,Title,Year,Source title,Processed_Abstract,Processed_Keywords,Algorithms_in_Abstract_Expanded_New,Algorithms_in_Keywords_Expanded_New
Gil Gonzalez J.; Alvarez M.A.; Orozco A.A.,Automatic segmentation of nerve structures in ultrasound images using Graph Cuts and Gaussian processes,2015,"Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS",peripheral nerve blocking pnb procedure used performing regional anesthesia comprises administration anesthetic proximity nerve several techniques used purpose locating nerve structures pnb procedure performed anatomical surface landmarks elicitation paresthesia nerve stimulation ultrasound imaging among ultrasound imaging gained great attention invasive offers accurate location nerve structures around however segmentation nerve structures ultrasound images difficult task specialist since images affected echo perturbations speckle noise development systems automatic segmentation nerve structures aid specialist locating nerve structures accurately paper present methodology automatic segmentation nerve structures ultrasound images initial step carried using graph cut segmentation order generate regions interest use machine learning techniques aim segmenting nerve structure specific nonlinear wavelet transform used feature extraction stage gaussian processes classification step methodology performance measured terms accuracy dice coefficient results show implemented methodology used automatically segmenting nerve structures © 2015 ieee,,['Machine Learning'],[]
Cadoni S.; Falt P.; Gallittu P.; Liggi M.; Smajstrla V.; Leung F.W.,Impact of carbon dioxide insufflation and water exchange on postcolonoscopy outcomes in patients receiving on-demand sedation: a randomized controlled trial,2017,Gastrointestinal Endoscopy,background aims water exchange least painful insertion method colonoscopy impact postcolonoscopy discomfort welldescribed carbon dioxide co2 insufflation consistently reduced postcolonoscopy discomfort compared postcolonoscopy outcomes various combinations insertion withdrawal techniques insertionwithdrawal modality weco2 weair insufflation weai co2co2 methods total 240 patients undergoing ondemand sedation diagnostic colonoscopy randomized weco2 n 79 weai n 80 co2co2 n 81 postprocedural data collected 24 hours primary outcome postcolonoscopy bloating postcolonoscopy outcomes included pain scores flatus incontinence episodes toilet use interference normal activities patient satisfaction patient willingness repeat procedure results demographic procedural data comparable compared weai weco2 co2co2 resulted significantly less bloating p 0005 lower pain scores p values ranged 008 0005 3 hours fewer flatus episodes 6 hours p values ranged 003 0005 weco2 resulted less interference sameday activities compared weai p 043 differences postprocedural outcomes significant magnitude small patient satisfaction willingness repeat procedure high comparable among groups least painful insertion technique p 0005 conclusions combination weco2 appears optimal choice decrease pain examination reduce bloating undesired procedural outcomes afterward co2 insufflator already available seems advisable adopt combination weco2 absence co2 insufflator cost effectiveness addition withdrawal co2 diagnostic nondiagnostic settings needs critically assessed clinical trial registration number nct02409979 © 2017 american society gastrointestinal endoscopy,,[],[]
Csanádi B.; Tar J.K.,Selection of kinematic requirements for RFPT-based adaptive anaesthesia control,2016,"SACI 2016 - 11th IEEE International Symposium on Applied Computational Intelligence and Informatics, Proceedings",automatic control level hypnosis significant part anaesthesia surgical operations prevalent patient models consist four variable set ordinary differential equations driving term propofol infusion rate one directly observable quantities bispectral index related one state variables nonlinear function patientdependent parameters quite significant interpatient variability normally known advance furthermore index suffer abrupt variations surgical operations fact makes application classical control approaches difficult operate state feedback gains state observers significant model uncertainties need either robust adaptive solutions novel alternative lyapunov function based adaptive control design ie robust fixed point transformation rfptbased adaptive control solve problems replacing complicated state space model simple affine function instead use state observers method strictly separates kinetic dynamic aspects controlled motion allows arbitrary kinetic prescription tracking error relaxation via numerical silico simulations shown four investigated plausible kinetic options namely pdtype pidtype error metricsbased pdtype error metricsbased pidtype prescribed tracking error relaxation concern quality control found two different options pdtype pidtype ones almost equally good results ones seem less efficient © 2016 ieee,adaptive control anaesthesia models bispectral index bis propofol administration robust fixed point transformation,[],[]
Kalra S.,Unanticipated difficult intubation in a child with Beals-Hecht syndrome presenting for emergency surgery,2015,Sri Lankan Journal of Anaesthesiology,beals–hecht syndrome characterized multiple joint contractures arachnodactyly kyphoscoliosis report successful management patient diagnosed bealshecht syndrome micrognathia high arched palate restricted mouth opening presented us emergency exploratory laparotomy oral intubation successfully performed using aigel supraglottic airway conduit intubation © 2015 college anaesthesiologists sri lanka rights reserved,bealshecht syndrome conduit endotracheal intubation general anaesthesia igel,[],[]
Ribeiro de Paula D.; Ziegler E.; Abeyasinghe P.M.; Das T.K.; Cavaliere C.; Aiello M.; Heine L.; di Perri C.; Demertzi A.; Noirhomme Q.; Charland-Verville V.; Vanhaudenhuyse A.; Stender J.; Gomez F.; Tshibanda J.-F.L.; Laureys S.; Owen A.M.; Soddu A.,A method for independent component graph analysis of resting-state fMRI,2017,Brain and Behavior,introduction independent component analysis ica extensively used reducing taskfree bold fmri recordings spatial maps associated timecourses spatially identified independent components considered intrinsic connectivity networks icns noncontiguous regions date spatial patterns networks analyzed techniques developed volumetric data objective detail graph building technique allows icns analyzed graph theory methods first ica performed singlesubject level 15 healthy volunteers using 3t mri scanner identification nine networks performed multipletemplate matching procedure subsequent component classification based network “ neuronal ” properties second identified networks nodes defined 1015 anatomically parcellated regions third betweennode functional connectivity established building edge weights networks grouplevel graph analysis finally performed network compared classical network results network graph comparison classically constructed network nine networks showed significant differences auditory visual medial networks regard average degree number edges visual lateral network showed significant difference smallworldness conclusions novel approach permits us take advantage wellrecognized power ica bold signal decomposition time make use wellestablished graph measures evaluate connectivity differences moreover providing graph separate network offer possibility extract graph measures specific way network increased specificity could relevant studying pathological brain activity altered states consciousness induced anesthesia sleep specific networks known altered different strength © 2017 authors brain behavior published wiley periodicals inc,bold fmri graph theory independent component analysis resting state,[],[]
Cadoni S.; Falt P.; Gallittu P.; Liggi M.; Mura D.; Smajstrla V.; Erriu M.; Leung F.W.,Water Exchange Is the Least Painful Colonoscope Insertion Technique and Increases Completion of Unsedated Colonoscopy,2015,Clinical Gastroenterology and Hepatology,background aims unsedated colonoscopy acceptable diagnostic surveillance screening indications worldwide however insertion colonoscope painful clear technique least painful thereby increases likelihood colonoscopy completion performed headtohead comparison air insufflation ai carbon dioxide co2 insufflation water immersion wi water exchange determine combination insertion techniques produces least amount pain methods patientblinded prospective trial 624 subjects assigned randomly groups underwent colonoscopy aiai co2co2 wiai weai wico2 weco2 insertion withdrawal techniques including ondemand sedation st barbara hospital iglesias italy vìtkovice hospital ostrava czech republic october 2013 june 2014 primary outcome realtime maximum insertion pain 0 none 10 worst recorded unblinded nurse assistant discharge blinded observer recorded recalled maximum insertion pain patients investigators guesses method gas used results patients investigators correctly guessed method used fewer 44 procedures confirming adequate blinding correlation realtime recalled maximum insertion pain r 09 p 0005 confirmed internal validation primary outcome group lowest scores mean pain values 52 aiai 95 confidence interval ci 4658 49 co2co2 95 ci 4354 43 wico2 95 ci 3849 40 wiai 95 ci 3545 31 weco2 95 ci 2734 31 weai 95 ci 2736 p 0005 highest proportions patients completing unsedated colonoscopy groups groups also significantly better colon cleanliness particularly transverse right colon p 0005 one limitation study colonoscopists assistants blinded wateraided insertion methods conclusions prospective study colonoscopy insertion methods co2 insufflation reduce realtime maximum insertion pain compared ai co2 wi reduced insertion pain least painful technique significantly increased completion unsedated colonoscopy bowel cleanliness without prolonging insertion time clinicaltrialsgov number nct01954862 © 2015 aga institute,bowel preparation discomfort medicationfree colonoscopy pain,[],[]
Yang G.S.; Kim H.J.; Griffith K.A.; Zhu S.; Dorsey S.G.; Renn C.L.,Interventions for the Treatment of Aromatase Inhibitor-Associated Arthralgia in Breast Cancer Survivors: A Systematic Review and Meta-analysis,2017,Cancer Nursing,background aromatase inhibitors ais established successful adjuvant therapy breast cancer survivors unfortunately nearly half women taking ais report joint pain aiassociated arthralgia aia aromatase inhibitorassociated arthralgia often results noncompliance could lead cancer recurrence objective purpose study identify current pain management aia evaluate study quality effects interventions methods nineteen articles published 2000 august 2015 identified using pubmed cinahl psycinfo web science additional records study quality evaluated quality assessment tool quantitative studies metaanalysis used obtain effect sizes interventions pain subgroups results five types interventions emerged pharmacological approaches acupuncture nutritional supplementation relaxation techniques physical exercise six studies strong 8 moderate 5 weak quality overall effect size interventions pain large pharmacological approaches acupuncture relaxation techniques showed moderate large effects pain whereas nutritional supplementation physical exercise significant effects conclusion evidence based body research moderate study quality although overall effect interventions large investigation influence nutrition physical exercise needed better discern potential pain management implication practice oncology nurses may able implement validated interventions pain management modalities mitigate symptoms breast cancer survivors remain compliant aia therapy copyright © 2017 wolters kluwer health inc rights reserved,aromatase inhibitor arthralgia breast cancer intervention metaanalysis systematic review,[],[]
Nagaraj S.B.; Biswal S.; Boyle E.J.; Zhou D.W.; McClain L.M.; Bajwa E.K.; Quraishi S.A.; Akeju O.; Barbieri R.; Purdon P.L.; Brandon Westover M.,Patient-Specific Classification of ICU Sedation Levels from Heart Rate Variability,2017,Critical Care Medicine,objective develop personalizable algorithm discriminate sedation levels icu patients based heart rate variability design multicenter pilot study setting several icus massachusetts general hospital boston patients gathered 21912 hours routine electrocardiogram recordings heterogenous group 70 adult icu patients patients included study mechanically ventilated receiving sedatives measurements main results ground truth developing method used richmond agitation sedation scale scores grouped four levels denoted comatose 5 deeply sedated 4 to3 lightly sedated 2 0 agitated 1 4 trained support vector machine learning algorithm calculate probability sedation level heart rate variability measures derived electrocardiogram estimate algorithm performance calculated leaveonesubject crossvalidated accuracy patientindependent version proposed system discriminated four sedation levels overall accuracy 59 upon personalizing system supplementing training data patientspecific calibration data consisting individuals labeled heart rate variability epochs preceding 24 hours accuracy improved 67 personalized system discriminated lightand deepsedation states average accuracy 75 conclusions refinement methodology reported herein could lead fully automated system depth sedation monitoring enabling monitoring continuous technology may help clinical staff monitor sedation levels effectively reduce complications related overand sedation © 2017 society critical care medicine wolters kluwer health inc rights reserved,heart rate variability intensive care richmond agitation sedation scale sedation monitoring support vector machine,"['Support Vector Machine', 'Machine Learning']",['Support Vector Machine']
Siirala E.; Peltonen L.-M.; Lundgrén-Laine H.; Salanterä S.; Junttila K.,Decision-making to support smooth daily unit operation in perioperative settings,2016,Studies in Health Technology and Informatics,decisionmaking daily unit operation perioperative settings needs smooth decision support systems mainly used help situation systems reduce possibility risks caused poor communication decisions dimensions decisions made nurse manager still unsolved aim study describe timeframe decisions made nurse managers daily unit operation perioperative settings results indicated nurse managers made operational tactical decisions operational tactical decisions happened coincide nurse managers shift nurse managers repeatly interrupted decisionmaking © 2016 imia ios press,decisionmaking information need nurse manager perioperative settings,[],[]
Nagaraj S.B.; McClain L.M.; Zhou D.W.; Biswal S.; Rosenthal E.S.; Purdon P.L.; Westover M.B.,Automatic Classification of Sedation Levels in ICU Patients Using Heart Rate Variability,2016,Critical Care Medicine,objective explore potential value heart rate variability features automated monitoring sedation levels mechanically ventilated icu patients design multicenter pilot study setting several icus massachusetts general hospital boston patients electrocardiogram recordings 40 mechanically ventilated adult patients receiving sedatives icu setting used develop test proposed automated system measurements main results richmond agitationsedation scale scores acquired prospectively assess patient sedation levels used ground truth richmond agitationsedation scale scores grouped four levels denoted unarousable richmond agitationsedation scale 54 sedated 321 awake 0 agitated 1 2 3 4 multiclass support vector machine algorithm used classification classifier training performance evaluations carried using leaveoneout cross validation overall accuracy 69 achieved discriminating four levels sedation proposed system able reliably discriminate accuracy 79 sedated richmond agitationsedation scale 0 nonsedated states richmond agitationsedation scale 0 conclusions refinement methodology reported herein could lead fully automated system depth sedation monitoring enabling monitoring continuous technology may help clinical staff monitor sedation levels effectively reduce complications related overand undersedation copyright © 2016 society critical care medicine wolters kluwer health inc rights reserved,heart rate variability intensive care machine learning medical informatics sedation,['Support Vector Machine'],['Machine Learning']
Guldenmund P.; Gantner I.S.; Baquero K.; Das T.; Demertzi A.; Boveroux P.; Bonhomme V.; Vanhaudenhuyse A.; Bruno M.-A.; Gosseries O.; Noirhomme Q.; Kirsch M.; Boly M.; Owen A.M.; Laureys S.; Gómez F.; Soddu A.,"Propofol-Induced Frontal Cortex Disconnection: A Study of Resting-State Networks, Total Brain Connectivity, and Mean BOLD Signal Oscillation Frequencies",2016,Brain Connectivity,propofol one commonly used anesthetics world much remains unknown mechanisms induces loss consciousness restingstate functional magnetic resonance imaging study examined qualitative quantitative changes restingstate networks rsns total brain connectivity mean oscillation frequencies regional blood oxygenation leveldependent bold signal associated propofolinduced mild sedation loss responsiveness healthy subjects found detectability rsns diminished significantly loss responsiveness total brain connectivity decreased strongly frontal cortex associated increased mean oscillation frequencies bold signal results suggest pivotal role frontal cortex propofolinduced loss responsiveness © copyright 2016 mary ann liebert inc,consciousness mean bold signal oscillation frequency propofol restingstate fmri total brain connectivity,[],[]
Coşkun M.; Gürüler H.; Istanbullu A.; Peker M.,Determining the Appropriate Amount of Anesthetic Gas Using DWT and EMD Combined with Neural Network,2015,Journal of Medical Systems,spectrum eeg studied predict depth anesthesia using variety signal processing methods date standard models used full spectrum eeg signals together systolicdiastolic pressure pulse values generally agreed today brain stable state deltatheta bands eeg spectrum remain active anesthesia considering background two questions motivates paper first determining amount gas administered whether feasable spectrum eeg maintenance stage surgical operations second specifically deltatheta bands eeg spectrum whether sufficient alone aim research aims answer two questions together discrete wavelet transformation dwt empirical mode decomposition emd applied eeg signals extract deltatheta bands power density spectrum psd values target bands presented inputs multilayer perceptron mlp neural network nn predicted gas level present study practical implications terms using less data effective way also saves time well © 2014 springer sciencebusiness media new york,anesthesia artificial intelligence discrete wavelet transform empirical mode decomposition estimating anesthetic gas level,['Multilayer Perceptrons'],[]
Rice R.; Rice I.,A different use of visual analytic techniques in anaesthetics,2017,British Journal of Anaesthesia,abstract available,,[],[]
Zaouter C.; Taddei R.; Wehbe M.; Arbeid E.; Cyr S.; Giunta F.; Hemmerling T.M.,A novel system for automated propofol sedation: hybrid sedation system (HSS),2017,Journal of Clinical Monitoring and Computing,closedloop systems propofol demonstrated safe reliable general anesthesia however study conducted using closedloop system specifically designed sedation patients spinal anesthesia developed automatic anesthesia sedation system allows closedloop delivery propofol sedation integrating decision support system called hybrid sedation system hss objective study compare system standard practice one hundred fifty patients enrolled randomly assigned two groups hssgroup n 75 propofol administered using closedloop system control group n 75 propofol delivered manually clinical performance propofol sedation control defined efficacy maintain bispectral index bis near 65 clinical control called ‘ excellent ’ ‘ good ’ ‘ poor ’ ‘ inadequate ’ bis values within 10 11 20 21 30 greater 30 bis target 65 respectively controller performance evaluated using varvel ’ parameters data presented mean ± standard deviation groups compared using test chi square test p 005 clinical performance sedation showed ‘ excellent ’ control hssgroup significantly longer period time 49 vs 26 control group p 00001 ‘ poor ’ ‘ inadequate ’ sedation significantly shorter hss group compared control group 11 10 vs 20 18 respectively p 00001 novel closedloop system propofol sedation showed better maintenance target bis value compared manual administration © 2016 springer sciencebusiness media dordrecht,automated sedation closedloop propofol,[],[]
Nair B.G.; Grunzweig K.; Peterson G.N.; Horibe M.; Neradilek M.B.; Newman S.-F.; Van Norman G.; Schwid H.A.; Hao W.; Hirsch I.B.; Patchen Dellinger E.,Intraoperative blood glucose management: impact of a real-time decision support system on adherence to institutional protocol,2016,Journal of Clinical Monitoring and Computing,poor perioperative glycemic management lead negative surgical outcome improved compliance glucose control protocol could lead better glucose management anesthesia information management system based decision support system—smart anesthesia manager™ sam used generate realtime reminders anesthesia providers closely adhere institutional glucose management protocol compliance hourly glucose measurements correct insulin dose adjustments compared baseline period 12 months without sam intervention period 12 months sam decision support additionally glucose management parameters compared baseline intervention periods total 1587 cases baseline 1997 cases intervention met criteria glucose management diabetic patients nondiabetic patients glucose level 140 mgdl among intervention cases anesthesia providers chose use sam reminders 487 time primarily patients diabetes higher hba1c body mass index disabling system remaining cases compliance hourly glucose measurement correct insulin doses increased significantly intervention period compared baseline 526 712 135 244 respectively spite improved compliance institutional protocol mean glucose levels glycemic management parameters show significant improvement sam reminders realtime electronic reminders improved intraoperative compliance institutional glucose management protocol though glycemic parameters improve even greater compliance protocol © 2015 springer sciencebusiness media new york,anesthesia blood glucose decision support systems guideline adherence surgery,[],[]
Hadjerci O.; Hafiane A.; Morette N.; Novales C.; Vieyres P.; Delbos A.,Assistive system based on nerve detection and needle navigation in ultrasound images for regional anesthesia,2016,Expert Systems with Applications,development ultrasoundguided regional anesthesia ugra great help practitioners regional anesthesia enables real time visualization needle targeted nerve different anatomic structures however clinician perform complex hand coordination keep needle nerve key regions visible ultrasound image plane daily clinical practice therefore requires high degree training practical skill identify nerve block steer needle two critical steps ugra recognition anatomical structures steering needle target region intelligent system ability identify regions interest provide needle insertion trajectory ultrasound images significantly improve ugra practice generalize medical facilities lack practitioners would also make ugra procedure safer ie reducing risk nerve trauma work presents first fully automatic system detection regions interest generation needle trajectory ugra several problems addressed two stages first one consisted automatic localization segmentation nerve target arteries obstacles ultrasound images new method based machine learning algorithm multimodel classification process using sliding window localization active contour applied delineate localized regions second stage algorithm path planning also developed obtain optimal trajectory needle insertion based result first stage target obstacle detection check effectiveness proposed system firstly experiments performed individual modules detection framework secondly comparison overall framework existing method performed two datasets acquired real conditions different times prove robustness method first dataset contained eight patients second dataset acquired one year later contained five patients experimental results demonstrate robustness proposed scheme feasibility assistive system © 2016 elsevier ltd rights reserved,artery nerve detection assistive technique machine learning needle guidance regional anesthesia ultrasound image analysis,['Machine Learning'],['Machine Learning']
Wang X.; Qi Q.; Huang C.; Chomiak T.; Luo F.,Duration sensitivity of neurons in the primary auditory cortex of albino mouse,2016,Hearing Research,many neurons central auditory system number species found sensitive duration sound stimuli previous studies shown γaminobutyric acid gabaergic inhibitory input important duration sensitivity inferior colliculus ic still unknown whether gabaergic inhibitory input plays important role generating duration sensitivity cortex using freefield sound stimulation vivo extracellular recording investigated duration sensitivity primary auditory cortical ai neurons nembutal anesthetized albino mouse mus musculus km examined effect gabaa receptor antagonist bicuculline ai neuron duration sensitivity total 63 duration tuning curves measured ai neurons 44 2863 exhibited duration sensitive responses 43 2763 lacked duration sensitivity remaining 13 863 exhibited longpass properties likely reflecting duration sensitive insensitive features found duration sensitive neurons shorter first spike latency fsl longer firing duration fd stimulated best duration p 005 duration insensitive neurons invariable fsl fd different sound durations p005 furthermore 60 610 duration sensitive neurons 75 34 longpass neurons lost duration sensitivity following bicuculline application taken together results show cortical neurons albino mouse sensitive sound duration gabaergic inhibition may play important role formation de novo duration sensitivity ai possible mechanism behavioral significance duration sensitivity ai neurons discussed © 2015 elsevier bv,albino mouse duration sensitivity firing duration inhibitory input latency primary auditory cortex,[],[]
Nagendra Nayak I.M.; Rajasekhar C.; Jetti R.,Anti-atherosclerotic potential of aqueous extract of Cinnamomum zeylanicum bark against glucocorticoid induced atherosclerosis in wistar rats,2017,Journal of Clinical and Diagnostic Research,introduction atherosclerosis one major causes disability blood vessels result development many cardiovascular disorders strong association atherosclerosis insulin resistance dyslipidemia aim study antiatherosclerotic potential c zeylanicum bark extract insulin resistance associated atherosclerosis worsened atherogenic index ai associated dyslipidemia predominant complications steroid diabetes wistar rats materials methods sum 36 rats categorized five study groups one plain control 12 day study period respective drug treatments given every day throughout study period whereas dexamethasone dosage started day seven onwards day 12 fasting blood samples collected processed lipid estimation determined values also used assess ai animals sacrificed ether anaesthesia aorta dissected away measurement histopathological findings oneway anova used analyse data multiple comparison done interpreted based posthoc scheffe test results high dose dexamethasone 8 mgkgip dexa control dc group produced significant dyslipidemia increased risk atherogenicity p005 caused severe thickening 785 compared plain control pc wall aorta rosiglitazone rosi 8 mgkg 16 mgkg c zelanicum cze extract treatments 500 mgkg 250 mgkg significantly prevented dyslipidemia well maintained ai compared dexa control p005 however cze treatments protected aorta atherosclerosis 403 302 compared dc significantly prevented dyslipidemia reduced risk atherogenicity compared rosi treatment p005 although cze show difference significance maintaining low density lipoprotein compared rosi p005 atherosclerotic changes completely absent cze treatments whereas rosi treatments prevented atherosclerosis aorta completely showed moderate mild atherosclerotic changes aorta conclusion aqueous extract c zelanicum bark exhibited marked protection dexamethasone induced atherosclerosis also minimized atherogenic risk wistar rats © 2017 journal clinical diagnostic research rights reserved,arteriosclerosis atherogenic index dexamethasone dyslipidemia,[],[]
Levin M.A.; Wanderer J.P.; Ehrenfeld J.M.,"Data, big data, and metadata in anesthesiology",2015,Anesthesia and Analgesia,abstract available,,[],[]
Stone B.J.; Steele K.H.; Fath-Goodin A.,A rapid and effective nonsurgical artificial insemination protocol using the NSET™ device for sperm transfer in mice without anesthesia,2015,Transgenic Research,artificial insemination ai assisted reproductive technique implemented successfully humans fertility treatment performed extensively commercial breeding livestock also successful laboratory rodents ai mouse may especially useful breeding transgenic mutant mice fertility problems expansion mouse colonies alternative vitro fertilization nonsurgical ai techniques mouse described previously often implemented due technical difficulties compare various protocols preparation cd1 recipients prior ai naïve estrus ovulationinduced superovulated females timing hormone administration relative sperm delivery also compared improved protocol nonsurgical ai mice described incorporates convenient hormone administration schedule female recipients rapid nonstressful sperm transfer without need anesthesia analgesia © 2015 authors,anesthesia artificial insemination vitro fertilization nonsurgical nset device sperm,[],[]
Nagaraj S.B.; Biswal S.; Valdery M.; Purdon P.L.; Westover M.B.,Personalized sedation level monitoring in ICU patients using heart rate variability,2016,Computing in Cardiology,aim develop automated system monitor sedation levels intensive care unit patients using heart rate variability hrv methods developed automatic sedation level prediction system using hrv input support vector machine learning algorithm data consisted electrocardiogram recordings heterogeneous group 50 mechanically ventilated adults receiving sedatives icu setting target variable richmond agitationsedation scale score grouped four levels comatose 5 deeply sedated 4 3 lightly sedated 2 0 agitated 1 4 input used 14 features derived normalizedrr nn interval used leaveonesubjectout crossvalidated accuracy measure system performance results patientindependent version proposed system discriminated 4 sedation levels overall accuracy 52 patientspecific version training data supplemented patients labeled hrv epochs preceding 24 hours improved classification accuracy 60 conclusions preliminary results suggest hrv varies systematically sedation levels potential supplement current clinical sedation level assessment methods additional variables disease pathology pharmacological data proposed system could lead fully automated system depth sedation monitoring © 2016 ccal,,"['Support Vector Machine', 'Machine Learning']",[]
Geissler D.B.; Schmidt H.S.; Ehret G.,"Knowledge about sounds-context-specific meaning differently activates cortical hemispheres, auditory cortical fields, and layers in house mice",2016,Frontiers in Neuroscience,activation auditory cortex ac given sound pattern plastic depending largely unknown ways physiological state behavioral context receiving animal receivers experience sounds plasticity inferred house mouse mothers respond maternally pup ultrasounds right parturition naïve females learn respond use cfos immunocytochemistry quantify highly activated neurons ac fields layers seven groups mothers naïve females different knowledge differently motivated respond acoustic models pup ultrasounds different behavioral significance profiles fospositive cells ac primary fields ai aaf ultrasonic field uf secondary field aii dorsoposterior field dp suggest activation reflects ai aaf uf integration sound properties animal statedependent factors higherorder field aii news value given sound behavioral context higherorder field dp level maternal motivation lefthemisphere activation advantage recognition meaning sounds given context anesthesia reduced activation fields especially cortical layers 23 thus plasticity ac fieldspecific preparing different output ac fields process perception recognition responding communication sounds activation profiles auditory cortical fields suggest differentiation brains hormonally primed know mothers brains acquired knowledge via implicit learning naïve females way auditory cortical activation discriminates instinctive mothers learned naïve females cognition © 2016 geissler schmidt ehret,cfos immunocytochemistry contextspecific auditory perception lefthemisphere dominance maternal cognition maternal priming plasticity cortical activation ultrasound perception,[],[]
Wang X.; Luo H.; Xiang Y.; Leung F.W.; Wang L.; Zhang L.; Liu Z.; Wu K.; Fan D.; Pan Y.; Guo X.,"Left-colon water exchange preserves the benefits of whole colon water exchange at reduced cecal intubation time conferring significant advantage in diagnostic colonoscopy -a prospective, randomized controlled trial",2015,Scandinavian Journal of Gastroenterology,objectives wholecolon water exchange wwe reduces insertion pain increases cecal intubation success adenoma detection rate requires longer insertion time compared air insufflation ai colonoscopy hypothesized water exchange limited left colon lwe speed insertion equivalent results methods prospective randomized controlled study nct01735266 allocated patients 1880 years wwe lwe ai group 111 primary outcome cecal intubation time results three hundred subjects randomized wwe n 100 lwe n 100 ai group n 100 ninetyfour ninetyfive per cent patients underwent diagnostic colonoscopy baseline characteristics balanced median insertion time shorter lwe group 48 min 95ci 3262 wwe 75 min 95ci 60103 ai 64 min 95ci 4298 p 0001 groups cecal intubation rates unsedated patients two water exchange methods wwe 99 lwe 99 significantly higher 898 ai group p 001 final success rates comparable among three groups sedation given maximum pain scores number patients needing abdominal compression wwe lwe groups comparable lower ai group p 005 significant difference observed regarding pdr although pdr right colon tended higher wwe group conclusion preserving benefits wwe reducing insertion time lwe appropriate diagnostic colonoscopy especially settings tight scheduling patients higher pdr right colon wwe group deserves investigated © informa healthcare,cecal intubation time left colon water exchange colonoscopy,[],[]
Hadjerci O.; Hafiane A.; Makris P.; Conte D.; Vieyres P.; Delbos A.,Nerve localization by machine learning framework with new feature selection algorithm,2015,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),application ultrasoundguided regional anesthesia ugra growing rapidly medical field becoming standard procedure many worldwide hospitals ugra practice requires high training skill nerve detection among difficult tasks anesthetists meet ugra procedure need automatic method localize nerve zone ultrasound images order assist anesthetists better perform procedure hand nerve detection type images challenging task since noise artifacts corrupt visual properties tissue paper propose nerve localization framework new feature selection algorithm proposed method based several statistical approaches learning models taking advantage approach increase performance results show proposed method correctly efficiently identify nerve zone outperforms stateoftheart techniques achieves 82 accuracy fscore index first dataset 8 patients 61 second dataset 5 patients acquired different period time used training © springer international publishing switzerland 2015,feature extraction feature selection nerve detection regional anesthesia supervised learning,[],[]
González J.G.; Álvarez M.A.; Orozco Á.A.,Peripheral nerves segmentation in ultrasound images using non-linear wavelets and gaussian processes,2015,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),regional anesthesia carried using technique called peripheral nerve blocking pnb involves administration anesthetic nearby nerve ultrasound images widely used pnb procedure due low cost noninvasive however segmentation nerve structures ultrasound images challenging task specialists since images affected echo perturbations speckle noise automatic semiautomatic segmentation systems developed order aid specialist locating nerves structures accurately paper propose methodology semiautomatic segmentation nerve structures ultrasound images use nonlinear wavelets transform feature extraction step classification stage use gaussian processes classifier experimental results show implemented methodology segment nerve structures accurately © springer international publishing switzerland 2015,machine learning nonlinear wavelets ultrasound image segmentation,[],['Machine Learning']
Devor M.; Rappaport I.; Rappaport Z.H.,Does the Golem Feel Pain? Moral Instincts and Ethical Dilemmas Concerning Suffering and the Brain,2015,Pain Practice,pain variously used means punishment extracting information testing commitment tool education social control commodity sacrifice draw sport entertainment attitudes concerning uses undergone major changes modern era normative convictions right wrong generally attributed religious tradition secularhumanist reasoning elaborate perspective ethical choices concerning pain much earlier roots based instincts brainseated empathetic responses fundamentally function brain circuitry shaped processes darwinian evolution social convention environmental influences idiosyncrasies recent everchanging overlay close example details neurobiology pain processing specifically question brain experience pain generated affect decision making endoflife situations separating innate biological substrates culturally imposed attitudes memes may arrive reasoned approach morality pain prevention © 2014 world institute pain,endoflife ethics mirror system moral instinct pain pathways sociobiology suffering terminal sedation vegetative,['Decision-making'],[]
Aveline C.,"Doctor, i have had day-case surgery and i have been in pain all night long, what can i do?; [Je viens d'être opéré en ambulatoire et j'ai très mal la nuit même, que faire ?]",2015,Praticien en Anesthesie Reanimation,anticipating treatment pain one keys allow relief prolonged pain analgesic protocol initiated preoperatively favoring synergistic combinations mandatory interrupt chronic analgesic treatments prescription must issued procedure clear detailed explanations oral doses time administration rescue medication peripheral nerve blocks andor infiltration longacting local anaesthetic combined multimodal analgesia prolong analgesia beyond immediate perioperative period dexamethasone whatever route administration prolongs duration analgesia produced local anaesthetics antihyperalgesics gabapentinoids ketamine useful associated side effects intravenous lidocaine effective little evaluated ambulatory surgery development monitoring system ambulatory patients one way determine effectiveness outpatient process networks also integrate feedback provided continuous perineural analgesia help increase number surgical ambulatory patients © 2015 elsevier masson sas,multimodal analgesia outpatient surgery pain regional anaesthesia,[],[]
